"CARD","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"CARD_242","fixed",NA,"(Intercept)",-4.95190629023493,0.0611474218585142,-80.9830756510533,29.5443786923413,2.98480748903788e-36,3.58176898684546e-35
"CARD_242","fixed",NA,"carrierper",0.0968412319725942,0.132806428108737,0.729190848302194,35.4868444696843,0.470670576858558,0.535307406810305
"CARD_262","fixed",NA,"(Intercept)",-4.00632013140031,0.162392623730995,-24.6705794841816,37.6670864847156,7.47995477213898e-25,2.10247377379042e-24
"CARD_262","fixed",NA,"carrierper",0.368539875011239,0.341620926155403,1.07879771640099,39.1847766601299,0.287274041070766,0.354266801636676
"CARD_269","fixed",NA,"(Intercept)",-3.08218010779733,0.0833272822973678,-36.9888471437006,33.5706602657566,8.64073732628679e-29,3.74431950805761e-28
"CARD_269","fixed",NA,"carrierper",-0.154483267925943,0.176686516544552,-0.87433535363741,36.1242585434902,0.387711593961747,0.459946833901388
"CARD_280","fixed",NA,"(Intercept)",-3.55742135312207,0.222069201938791,-16.0194269266686,36.7976222158031,3.58047178056434e-18,7.54802159145997e-18
"CARD_280","fixed",NA,"carrierper",-0.208224987295888,0.464494356460421,-0.448283137135662,37.4893111844455,0.656529095304345,0.703907483625278
"CARD_303","fixed",NA,"(Intercept)",-2.80227373795418,0.123791906434147,-22.6369705312268,35.0481565292737,1.66541852861235e-22,3.90684647313573e-22
"CARD_303","fixed",NA,"carrierper",0.190139220196862,0.262629384920722,0.723983038890556,37.73316727523,0.473541167562962,0.535307406810305
"CARD_304","fixed",NA,"(Intercept)",-3.73137217063373,0.0872792515514877,-42.7521100869262,35.7483435630299,2.72286980919549e-32,2.12383845117248e-31
"CARD_304","fixed",NA,"carrierper",0.215899668654564,0.182514070034935,1.18292068448881,36.3966551865647,0.244510239903332,0.312652437909178
"CARD_306","fixed",NA,"(Intercept)",-3.47059907748263,0.132407919099432,-26.21141621353,36.9590545371157,1.77858618419453e-25,5.28494180446376e-25
"CARD_306","fixed",NA,"carrierper",0.149858475107394,0.279863558299678,0.535469769690149,39.1493679349242,0.595354080169649,0.647214191682684
"CARD_309","fixed",NA,"(Intercept)",-3.65800749859756,0.107982174685246,-33.8760310140094,36.5407294533273,3.3453092524298e-29,1.53490659817367e-28
"CARD_309","fixed",NA,"carrierper",-0.178521268003508,0.227882560911207,-0.783391529784798,38.4951948455577,0.43819067511088,0.512043036084624
"CARD_310","fixed",NA,"(Intercept)",-3.82120715029785,0.125765752979849,-30.3835269917249,36.4399128374674,1.75574726132355e-27,6.68040421381642e-27
